value                                     ;replacement
"BAKOV NJIZ"                              ;"Bakov nad Jizerou"
"BAKOV NJIZ."                             ;"Bakov nad Jizerou"
"BAKOV NJIZEROU"                          ;"Bakov nad Jizerou"
"BALKOVA"                                 ;"Balkov·"
"BANIN"                                   ;"BanÌn"
"BANOV"                                   ;"B·nov"
"BANOV U UH. BRODU"                       ;"B·nov u UherskÈho Brodu"
"BANOV U UH.BR."                          ;"B·nov u UherskÈho Brodu"
"BANOV U UH.BRODU"                        ;"B·nov u UherskÈho Brodu"
"BANOV U UHER.BRODU"                      ;"B·nov u UherskÈho Brodu"
"BANOV U UHERSKEHO BRODU"                 ;"B·nov u UherskÈho Brodu"
"BANOV V UH. BRODU"                       ;"B·nov u UherskÈho Brodu"
"BANOV V UH.BRODU"                        ;"B·nov u UherskÈho Brodu"
"BANOVICE"                                ;"B·Úovice"
"BAR-VELKE TESANY"                        ;"Ba¯ice-VelkÈ TÏöany"
"BAR.-VELKE TESANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BARCHOV P. N. BYDZOV"                    ;"Barchov"
"BARCHOV P. N. BYDéOV"                    ;"Barchov"
"BARCHUVEK"                               ;"Barch˘vek"
"BARCOV"                                  ;"BarËov"
"BARICE VELKE TESANY"                     ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V TES"                            ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V TES."                           ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V TESANY"                         ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V. TES"                           ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V. TES."                          ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V. TESANY"                        ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V.TES"                            ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V.TES."                           ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-V.TESANY"                         ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL TES"                          ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL TES."                         ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL TESANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL. TES"                         ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL. TES."                        ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL. TESANY"                      ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL.TES"                          ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL.TES."                         ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VEL.TESANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BARICE-VELKE TESANY"                     ;"Ba¯ice-VelkÈ TÏöany"
"BARTONOV"                                ;"BartoÚov"
"BARTOSOVICE"                             ;"Bartoöovice"
"BARTOSOVICE NA MORAVE"                   ;"Bartoöovice na MoravÏ"
"BARTOSOVICE V O. HORACH"                 ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOSOVICE V O.HORACH"                  ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOSOVICE V ORL. HORACH"               ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOSOVICE V ORL.HORACH"                ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOSOVICE V ORLICKYCH HORACH"          ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOUSOV"                               ;"Bartouöov"
"BARTOäOVICE V O. HOR¡CH"                 ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOäOVICE V O.HOR¡CH"                  ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOäOVICE V ORL. HOR¡CH"               ;"Bartoöovice v Orlick˝ch hor·ch"
"BARTOäOVICE V ORL.HOR¡CH"                ;"Bartoöovice v Orlick˝ch hor·ch"
"BASKA"                                   ;"Baöka"
"BASNICE"                                 ;"Baönice"
"BAST"                                    ;"Baöù"
"BASTA"                                   ;"Baöta"
"BATIN"                                   ;"BatÌn"
"BATNOVICE"                               ;"BatÚovice"
"BAVORYNE"                                ;"BavorynÏ"
"BAÿ-VELK… TÃäANY"                        ;"Ba¯ice-VelkÈ TÏöany"
"BAÿ.-VELK… TÃäANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE"                                  ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE VELK… TÃäANY"                     ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V TÃä"                            ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V TÃä."                           ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V TÃäANY"                         ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V. TÃä"                           ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V. TÃä."                          ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V. TÃäANY"                        ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V.TÃä"                            ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V.TÃä."                           ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-V.TÃäANY"                         ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL TÃä"                          ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL TÃä."                         ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL TÃäANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL. TÃä"                         ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL. TÃä."                        ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL. TÃäANY"                      ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL.TÃä"                          ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL.TÃä."                         ;"Ba¯ice-VelkÈ TÏöany"
"BAÿICE-VEL.TÃäANY"                       ;"Ba¯ice-VelkÈ TÏöany"
"BDENEVES"                                ;"BdenÏves"
"BDIN"                                    ;"BdÌn"
"BECHARKY"                                ;"BÏch·rky"
"BECHARY"                                 ;"BÏchary"
"BECHLIN"                                 ;"BechlÌn"
"BECHOVICE"                               ;"BÏchovice"
"BECHYNE"                                 ;"BechynÏ"
"BECHYNSKA SMOLEC"                        ;"BechyÚsk· SmoleË"
"BECICE"                                  ;"BeËice"
"BECOV"                                   ;"BeËov"
"BECOV N T"                               ;"BeËov nad Teplou"
"BECOV N T."                              ;"BeËov nad Teplou"
"BECOV N TEP"                             ;"BeËov nad Teplou"
"BECOV N TEP."                            ;"BeËov nad Teplou"
"BECOV N TEPLOU"                          ;"BeËov nad Teplou"
"BECOV N,/TEPLOU"                         ;"BeËov nad Teplou"
"BECOV N. T"                              ;"BeËov nad Teplou"
"BECOV N. T."                             ;"BeËov nad Teplou"
"BECOV N. TEP"                            ;"BeËov nad Teplou"
"BECOV N. TEP."                           ;"BeËov nad Teplou"
"BECOV N. TEPLOU"                         ;"BeËov nad Teplou"
"BECOV N.T"                               ;"BeËov nad Teplou"
"BECOV N.T."                              ;"BeËov nad Teplou"
"BECOV N.TEP"                             ;"BeËov nad Teplou"
"BECOV N.TEP."                            ;"BeËov nad Teplou"
"BECOV N.TEPLOU"                          ;"BeËov nad Teplou"
"BECOV N/ T"                              ;"BeËov nad Teplou"
"BECOV N/ T."                             ;"BeËov nad Teplou"
"BECOV N/ TEP"                            ;"BeËov nad Teplou"
"BECOV N/ TEP."                           ;"BeËov nad Teplou"
"BECOV N/ TEPLOU"                         ;"BeËov nad Teplou"
"BECOV N/T"                               ;"BeËov nad Teplou"
"BECOV N/T."                              ;"BeËov nad Teplou"
"BECOV N/TEP"                             ;"BeËov nad Teplou"
"BECOV N/TEP."                            ;"BeËov nad Teplou"
"BECOV N/TEPLOU"                          ;"BeËov nad Teplou"
"BECOV NAD T"                             ;"BeËov nad Teplou"
"BECOV NAD T."                            ;"BeËov nad Teplou"
"BECOV NAD TEP"                           ;"BeËov nad Teplou"
"BECOV NAD TEP."                          ;"BeËov nad Teplou"
"BECOV NAD TEPLOU"                        ;"BeËov nad Teplou"
"BECOV NT"                                ;"BeËov nad Teplou"
"BECOV NT."                               ;"BeËov nad Teplou"
"BECOV NTEP"                              ;"BeËov nad Teplou"
"BECOV NTEP."                             ;"BeËov nad Teplou"
"BECOV NTEPLOU"                           ;"BeËov nad Teplou"
"BECOV U MOSTU"                           ;"BeËov u Mostu"
"BECOV/TEPLOU"                            ;"BeËov nad Teplou"
"BECOV/TEPLOUV"                           ;"BeËov nad Teplou"
"BECVARY"                                 ;"BeËv·ry"
"BEDIHOST"                                ;"Bedihoöù"
"BEDNAREC"                                ;"Bedn·rec"
"BEDNARECEK"                              ;"Bedn·reËek"
"BEDRC"                                   ;"BedrË"
"BEDRICHOV"                               ;"Bed¯ichov"
"BEDRICHOV U JABL."                       ;"Bed¯ichov u Jablonce nad Nisou"
"BEDRICHOV U JABLONCE N.N."               ;"Bed¯ichov u Jablonce nad Nisou"
"BEDRICHOV U JABLONCE NAD NISOU"          ;"Bed¯ichov u Jablonce nad Nisou"
"BEDRICHOVICE"                            ;"Bed¯ichovice"
"BEDRICHOVKA"                             ;"Bed¯ichovka"
"BEDRICHUV SVETEC"                        ;"Bed¯ich˘v SvÏtec"
"BEDÿICHOV U JABL."                       ;"Bed¯ichov u Jablonce nad Nisou"
"BEDÿICHOV U JABLONCE N.N."               ;"Bed¯ichov u Jablonce nad Nisou"
"BEHANKY"                                 ;"BÏh·nky"
"BEHAROV"                                 ;"BÏha¯ov"
"BEHAROVICE"                              ;"BÏha¯ovice"
"BELA"                                    ;"BÏl·"
"BELA N R"                                ;"BÏl· nad Radbuzou"
"BELA N R."                               ;"BÏl· nad Radbuzou"
"BELA N RAD"                              ;"BÏl· nad Radbuzou"
"BELA N RAD."                             ;"BÏl· nad Radbuzou"
"BELA N RADB"                             ;"BÏl· nad Radbuzou"
"BELA N RADBUZOU"                         ;"BÏl· nad Radbuzou"
"BELA N S"                                ;"BÏl· nad Svitavou"
"BELA N S."                               ;"BÏl· nad Svitavou"
"BELA N SV"                               ;"BÏl· nad Svitavou"
"BELA N SV."                              ;"BÏl· nad Svitavou"
"BELA N SVIT"                             ;"BÏl· nad Svitavou"
"BELA N SVIT."                            ;"BÏl· nad Svitavou"
"BELA N SVITAVOU"                         ;"BÏl· nad Svitavou"
"BELA N. R"                               ;"BÏl· nad Radbuzou"
"BELA N. R."                              ;"BÏl· nad Radbuzou"
"BELA N. RAD"                             ;"BÏl· nad Radbuzou"
"BELA N. RAD."                            ;"BÏl· nad Radbuzou"
"BELA N. RADBUZOU"                        ;"BÏl· nad Radbuzou"
"BELA N. S"                               ;"BÏl· nad Svitavou"
"BELA N. S."                              ;"BÏl· nad Svitavou"
"BELA N. SV"                              ;"BÏl· nad Svitavou"
"BELA N. SV."                             ;"BÏl· nad Svitavou"
"BELA N. SVIT"                            ;"BÏl· nad Svitavou"
"BELA N. SVIT."                           ;"BÏl· nad Svitavou"
"BELA N. SVITAV."                         ;"BÏl· nad Svitavou"
"BELA N. SVITAVOU"                        ;"BÏl· nad Svitavou"
"BELA N.R"                                ;"BÏl· nad Radbuzou"
"BELA N.R."                               ;"BÏl· nad Radbuzou"
"BELA N.RAD"                              ;"BÏl· nad Radbuzou"
"BELA N.RAD."                             ;"BÏl· nad Radbuzou"
"BELA N.RADBUZOU"                         ;"BÏl· nad Radbuzou"
"BELA N.S"                                ;"BÏl· nad Svitavou"
"BELA N.S."                               ;"BÏl· nad Svitavou"
"BELA N.SV"                               ;"BÏl· nad Svitavou"
"BELA N.SV."                              ;"BÏl· nad Svitavou"
"BELA N.SVIT"                             ;"BÏl· nad Svitavou"
"BELA N.SVIT."                            ;"BÏl· nad Svitavou"
"BELA N.SVITAVOU"                         ;"BÏl· nad Svitavou"
"BELA N/ R"                               ;"BÏl· nad Radbuzou"
"BELA N/ R."                              ;"BÏl· nad Radbuzou"
"BELA N/ RAD"                             ;"BÏl· nad Radbuzou"
"BELA N/ RAD."                            ;"BÏl· nad Radbuzou"
"BELA N/ RADBUZOU"                        ;"BÏl· nad Radbuzou"
"BELA N/ S"                               ;"BÏl· nad Svitavou"
"BELA N/ S."                              ;"BÏl· nad Svitavou"
"BELA N/ SV"                              ;"BÏl· nad Svitavou"
"BELA N/ SV."                             ;"BÏl· nad Svitavou"
"BELA N/ SVIT"                            ;"BÏl· nad Svitavou"
"BELA N/ SVIT."                           ;"BÏl· nad Svitavou"
"BELA N/ SVITAVOU"                        ;"BÏl· nad Svitavou"
"BELA N/R"                                ;"BÏl· nad Radbuzou"
"BELA N/R."                               ;"BÏl· nad Radbuzou"
"BELA N/RAD"                              ;"BÏl· nad Radbuzou"
"BELA N/RAD."                             ;"BÏl· nad Radbuzou"
"BELA N/RADBUZOU"                         ;"BÏl· nad Radbuzou"
"BELA N/S"                                ;"BÏl· nad Svitavou"
"BELA N/S."                               ;"BÏl· nad Svitavou"
"BELA N/SV"                               ;"BÏl· nad Svitavou"
"BELA N/SV."                              ;"BÏl· nad Svitavou"
"BELA N/SVIT"                             ;"BÏl· nad Svitavou"
"BELA N/SVIT."                            ;"BÏl· nad Svitavou"
"BELA N/SVITAVOU"                         ;"BÏl· nad Svitavou"
"BELA NAD R"                              ;"BÏl· nad Radbuzou"
"BELA NAD R."                             ;"BÏl· nad Radbuzou"
"BELA NAD RAD"                            ;"BÏl· nad Radbuzou"
"BELA NAD RAD."                           ;"BÏl· nad Radbuzou"
"BELA NAD RADB."                          ;"BÏl· nad Radbuzou"
"BELA NAD RADBUZOU"                       ;"BÏl· nad Radbuzou"
"BELA NAD S"                              ;"BÏl· nad Svitavou"
"BELA NAD S."                             ;"BÏl· nad Svitavou"
"BELA NAD SV"                             ;"BÏl· nad Svitavou"
"BELA NAD SV."                            ;"BÏl· nad Svitavou"
"BELA NAD SVIT"                           ;"BÏl· nad Svitavou"
"BELA NAD SVIT."                          ;"BÏl· nad Svitavou"
"BELA NAD SVITAVOU"                       ;"BÏl· nad Svitavou"
"BELA NR"                                 ;"BÏl· nad Radbuzou"
"BELA NR."                                ;"BÏl· nad Radbuzou"
"BELA NRAD"                               ;"BÏl· nad Radbuzou"
"BELA NRAD."                              ;"BÏl· nad Radbuzou"
"BELA NRADBUZOU"                          ;"BÏl· nad Radbuzou"
"BELA NS"                                 ;"BÏl· nad Svitavou"
"BELA NS."                                ;"BÏl· nad Svitavou"
"BELA NSV"                                ;"BÏl· nad Svitavou"
"BELA NSV."                               ;"BÏl· nad Svitavou"
"BELA NSVIT"                              ;"BÏl· nad Svitavou"
"BELA NSVIT."                             ;"BÏl· nad Svitavou"
"BELA NSVITAVOU"                          ;"BÏl· nad Svitavou"
"BELA P B."                               ;"BÏl· pod BezdÏzem"
"BELA P BEZ"                              ;"BÏl· pod BezdÏzem"
"BELA P BEZ."                             ;"BÏl· pod BezdÏzem"
"BELA P BEZD"                             ;"BÏl· pod BezdÏzem"
"BELA P BEZD."                            ;"BÏl· pod BezdÏzem"
"BELA P BEZDEZEM"                         ;"BÏl· pod BezdÏzem"
"BELA P P"                                ;"BÏl· pod PradÏdem"
"BELA P P."                               ;"BÏl· pod PradÏdem"
"BELA P PRAD"                             ;"BÏl· pod PradÏdem"
"BELA P PRAD."                            ;"BÏl· pod PradÏdem"
"BELA P PRADED"                           ;"BÏl· pod PradÏdem"
"BELA P PRADED."                          ;"BÏl· pod PradÏdem"
"BELA P PRADEDEM"                         ;"BÏl· pod PradÏdem"
"BELA P,BEZ."                             ;"BÏl· pod BezdÏzem"
"BELA P. B."                              ;"BÏl· pod BezdÏzem"
"BELA P. BEZ"                             ;"BÏl· pod BezdÏzem"
"BELA P. BEZ."                            ;"BÏl· pod BezdÏzem"
"BELA P. BEZD"                            ;"BÏl· pod BezdÏzem"
"BELA P. BEZD."                           ;"BÏl· pod BezdÏzem"
"BELA P. BEZDEZEM"                        ;"BÏl· pod BezdÏzem"
"BELA P. P"                               ;"BÏl· pod PradÏdem"
"BELA P. P."                              ;"BÏl· pod PradÏdem"
"BELA P. PR."                             ;"BÏl· pod PradÏdem"
"BELA P. PRAD"                            ;"BÏl· pod PradÏdem"
"BELA P. PRAD."                           ;"BÏl· pod PradÏdem"
