'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'17401054','236','4',,'39201','17279585','575186',,'2013-12-05',,'423236','469183',,,,'-733695.38','-1137693.75'
'17401178','248','7',,'39201','17279704','575186',,'2013-12-05',,'423236','469183',,,,'-733619','-1137691.5'
'17401208','251','7',,'39201','17279739','574619',,'2013-12-05',,'423236','469183',,,,'-733624.25','-1137647.63'
'17401259','256','12',,'39201','17279780','574457',,'2013-12-05',,'423236','469183',,,,'-733583.75','-1137606.63'
'17401321','263','5',,'39201','17279852','575127',,'2013-12-05',,'423236','469183',,,,'-733583','-1137702'
'17401402','271','15',,'39201','17279933','574457',,'2013-12-05',,'423236','469183',,,,'-733536.5','-1137595.75'
'17401704','301','4',,'39201','17280231','574970',,'2013-12-05',,'423236','469183',,,,'-733563.25','-1137388.25'
'17401909','321','1',,'39201','17280435','574678',,'2013-12-05',,'423236','469183',,,,'-733467.25','-1137504'
'17402093','340','15',,'39201','17280621','574511',,'2013-12-05',,'423236','469183',,,,'-733622.31','-1137292.5'
'17402280','359','12',,'39201','17280818','574791',,'2013-12-05',,'423236','469183',,,,'-733563.56','-1137084.88'
'17402310','362','30',,'39201','17280842','574791',,'2013-12-05',,'423236','469183',,,,'-733562','-1137280.13'
'17402476','378','41',,'39201','17281008','574791',,'2013-12-05',,'423236','469183',,,,'-733513.56','-1137205'
'17402492','380','29',,'39201','17281024','574791',,'2013-12-05',,'423236','469183',,,,'-733527.88','-1137175.25'
'17402506','381','31',,'39201','17281032','574791',,'2013-12-05',,'423236','469183',,,,'-733513.44','-1137175.25'
'17402581','389','22',,'39201','17281113','574627',,'2013-12-05',,'423236','469183',,,,'-734220.63','-1137955.5'
'17402701','401','1',,'39201','17281237','574945',,'2013-12-05',,'423236','469183',,,,'-734006.25','-1137485.63'
'17402743','405','21',,'39201','17281270','574465',,'2013-12-05',,'423236','469183',,,,'-733535.38','-1137796.75'
'17402905','421','2',,'39201','17281431','574716',,'2013-12-05',,'423236','469183',,,,'-733752','-1138316'
'17402913','422','14',,'39201','17281440','574465',,'2013-12-05',,'423236','469183',,,,'-733583','-1137838.75'
'17403090','440','18',,'39201','17281601','574791',,'2013-12-05',,'423236','469183',,,,'-733568.06','-1137231.5'
'17403154','446','39',,'39201','17281687','574473',,'2013-12-05',,'423236','469183',,,,'-735076.78','-1137439.27'
'17403332','464','33',,'39201','17281865','575089',,'2013-12-05',,'423236','469183',,,,'-733767.74','-1137795.02'
'17403537','485',,,'39201','17282063','574821',,'2013-12-05',,'423236','469183',,,,'-733219.63','-1137468.63'
'17403545','486',,,'39201','17282071','574821',,'2013-12-05',,'423236','469183',,,,'-733122.69','-1137612.88'
'17403570','2','13',,'39201','17282101','574589',,'2013-12-05',,'423236','469183',,,,'-734146.31','-1137231.75'
'17403723','17',,,'39201','17282250','574589',,'2013-12-05',,'423236','469183',,,,'-734176.56','-1137216.13'
'17403791','24','42',,'39201','17282322','574473',,'2013-12-05',,'423236','469183',,,,'-734710.56','-1136987.88'
'17403871','32','9',,'39201','17282403','574643',,'2013-12-05',,'423236','469183',,,,'-734428.69','-1137006.13'
'17403936','38','21',,'39201','17282462','574643',,'2013-12-05',,'423236','469183',,,,'-734377.38','-1136920.13'
'17403944','39','32',,'39201','17282471','574741',,'2013-12-05',,'423236','469183',,,,'-734377.19','-1136897.13'
'17404037','48','10',,'39201','17282560','574473',,'2013-12-05',,'423236','469183',,,,'-734208.5','-1137162.88'
'17404088','55','3',,'39201','17282616','575071',,'2013-12-05',,'423236','469183',,,,'-734125.63','-1137131.13'
'17404126','59','8',,'39201','17282659','574953',,'2013-12-05',,'423236','469183',,,,'-734212.19','-1137099.5'
'17404151','62','14',,'39201','17282683','574953',,'2013-12-05',,'423236','469183',,,,'-734173.94','-1137052.75'
'17404169','63',,,'39201','17282691','575119',,'2013-12-05',,'423236','469183',,,,'-734767','-1136696'
'17404282','75','21',,'39201','17282811','574597',,'2013-12-05',,'423236','469183',,,,'-734102.19','-1136931.75'
'17404525','100','9',,'39201','17283051','574953',,'2013-12-05',,'423236','469183',,,,'-734142.75','-1136953.5'
'17404657','113','3',,'39201','17283183','575020',,'2013-12-05',,'423236','469183',,,,'-734027.94','-1136838.88'
'17404789','126','36',,'39201','17283311','574767',,'2013-12-05',,'423236','469183',,,,'-734381.06','-1136715.5'
'17404819','129','30',,'39201','17283345','574767',,'2013-12-05',,'423236','469183',,,,'-734303.15','-1136751.32'
'17404827','130','28',,'39201','17283353','574767',,'2013-12-05',,'423236','469183',,,,'-734294.06','-1136752'
'17404975','145','6',,'39201','17283507','574767',,'2013-12-05',,'423236','469183',,,,'-734056.06','-1136811.25'
'17405084','156','26',,'39201','17283612','574953',,'2013-12-05',,'423236','469183',,,,'-734068.5','-1136768.75'
'17405238','171','10',,'39201','17283761','574767',,'2013-12-05',,'423236','469183',,,,'-734130.56','-1136788.88'
'17405459','193','15',,'39201','17283981','575054',,'2013-12-05',,'423236','469183',,,,'-734314.31','-1136475.5'
'17405629','210','22',,'39201','17284155','575054',,'2013-12-05',,'423236','469183',,,,'-734384.44','-1136436.5'
'17405734','221','3',,'39201','17284261','574546',,'2013-12-05',,'423236','469183',,,,'-733966.69','-1136872'
'17405742','222','25',,'39201','17284279','575020',,'2013-12-05',,'423236','469183',,,,'-734055.44','-1136591'
'17405955','243','8',,'39201','17284481','575020',,'2013-12-05',,'423236','469183',,,,'-733971.13','-1136790.87'
'17406200','268','16',,'39201','17284732','575232',,'2013-12-05',,'423236','469183',,,,'-733740','-1136917.38'
'17406293','277','3',,'39201','17284821','575097',,'2013-12-05',,'423236','469183',,,,'-733594.31','-1136989.75'
'17406412','290','33',,'39201','17284945','575097',,'2013-12-05',,'423236','469183',,,,'-733325.63','-1136739.13'
'17406544','303','14',,'39201','17285071','575097',,'2013-12-05',,'423236','469183',,,,'-733336','-1136786.63'
'17406668','315','14',,'39201','17285194','574503',,'2013-12-05',,'423236','469183',,,,'-733240.44','-1136793.13'
'17406790','328','13',,'39201','17285321','574881',,'2013-12-05',,'423236','469183',,,,'-733398.56','-1136587.25'
'17406919','340','16',,'39201','17285445','574881',,'2013-12-05',,'423236','469183',,,,'-733388.94','-1136629.38'
'17406951','344','8',,'39201','17285488','574881',,'2013-12-05',,'423236','469183',,,,'-733431','-1136696.38'
'17407460','396','11',,'39201','17285992','575062',,'2013-12-05',,'423236','469183',,,,'-734394.81','-1136514.13'
'17407605','410','5',,'39201','17286131','574759',,'2013-12-05',,'423236','469183',,,,'-734617.5','-1136894.63'
'17407877','437','6',,'39201','17286417','574864',,'2013-12-05',,'423236','469183',,,,'-734258.63','-1137019.88'
'17407991','449','5',,'39201','17286522','574562',,'2013-12-05',,'423236','469183',,,,'-734285.63','-1136876.75'
'17408172','467','42',,'39201','17286701','574741',,'2013-12-05',,'423236','469183',,,,'-734615.69','-1136808.75'
'17408270','477','14',,'39201','17286808','574899',,'2013-12-05',,'423236','469183',,,,'-734625.56','-1136766.13'
'17408296','479',,,'39201','17286824','574767',,'2011-07-01',,'0','0',,,,,
'17408326','482','13',,'39201','17286859','575097',,'2013-12-05',,'423236','469183',,,,'-733472.31','-1136848.25'
'17408342','484',,,'39201','17286875','575097',,'2013-12-05',,'423236','469183',,,,'-733591','-1136867'
'17408385','488','40',,'39201','17286913','575232',,'2013-12-05',,'423236','469183',,,,'-733754.06','-1136714.25'
'17408423','492','10',,'39201','17286964','575038',,'2013-12-05',,'423236','469183',,,,'-734485.06','-1136845.5'
'17408491','499','4',,'39201','17287031','575038',,'2013-12-05',,'423236','469183',,,,'-734417.13','-1136806'
'17408733','523',,,'39201','17287260','574503',,'2013-12-05',,'423236','469183',,,,'-733199.68','-1136774.96'
'17408741','524','9',,'39201','17287278','574988',,'2013-12-05',,'423236','469183',,,,'-733354.13','-1136495.75'
'17408890','539','12',,'39201','17287421','574848',,'2013-12-05',,'423236','469183',,,,'-733309','-1136411.13'
'17408938','543','4',,'39201','17287464','574848',,'2013-12-05',,'423236','469183',,,,'-733209.88','-1136479.5'
'17409161','566','22',,'39201','17287693','574881',,'2013-12-05',,'423236','469183',,,,'-733284.38','-1136475.63'
'17409241','574','2',,'39201','17287774','575135',,'2013-12-05',,'423236','469183',,,,'-733315','-1136382'
'17409268','576','3',,'39201','17287791','575135',,'2013-12-05',,'423236','469183',,,,'-733380.44','-1136418.88'
'17409292','579','9',,'39201','17287821','575135',,'2013-12-05',,'423236','469183',,,,'-733343.88','-1136370.88'
'17409853','634','7',,'39201','17288371','574724',,'2013-12-05',,'423236','469183',,,,'-734913.69','-1136840.63'
'17409951','644','27',,'39201','17288479','574724',,'2013-12-05',,'423236','469183',,,,'-734960.49','-1136751.53'
'17410118','660','44',,'39201','17288631','574724',,'2013-12-05',,'423236','469183',,,,'-734884.48','-1136650.03'
'17410223','671','22',,'39201','17288746','574724',,'2013-12-05',,'423236','469183',,,,'-734915.94','-1136737.25'
'17410258','674','16',,'39201','17288771','574724',,'2013-12-05',,'423236','469183',,,,'-734923.44','-1136757.5'
'17410568','705',,,'39201','17289084','575046',,'2013-12-05',,'423236','469183',,,,'-734549.63','-1136618.5'
'17410673','716',,,'39201','17289190','574724',,'2013-12-05',,'423236','469183',,,,'-734820.81','-1136642.88'
'17410886','737',,,'39201','17289408','574651',,'2013-12-05',,'423236','469183',,,,'-733153.25','-1136484.13'
'17411017','760',,,'39201','17289530','574571',,'2013-12-05',,'423236','469183',,,,'-734992','-1136705'
'17411025','761',,,'39201','17289548','574571',,'2013-12-05',,'423236','469183',,,,'-734994.73','-1136711.91'
'17411092','768',,,'39201','17289611','574571',,'2013-12-05',,'423236','469183',,,,'-734977.06','-1136801.25'
'17411165','775',,,'39201','17289688','574571',,'2013-12-05',,'423236','469183',,,,'-735018','-1136785.75'
'17411297','788',,,'39201','17289815','574571',,'2013-12-05',,'423236','469183',,,,'-735017.75','-1136653'
'17411360','796',,,'39201','17289882','575119',,'2013-12-05',,'423236','469183',,,,'-734790.13','-1136861'
'25580710','989',,,'39165','25101102','571393',,'2013-12-03',,'417434','465115',,,,'-750468.2','-1130200.08'
'25589369','343',,,'39175','25109421',,,'2013-11-29',,'413134','462415',,,,'-742870.1','-1124092.27'
'25620789','42',,,'39201','25139061',,,'2013-12-05',,'421651','468198',,,,'-730830','-1138280'
'25639994','236',,,'39117','25157639',,,'2013-12-05',,'421239','468001',,,,'-730974.75','-1130003.5'
'25657470','237',,,'39111','25174177','573507',,'2013-12-05',,'423178','469125',,,,'-733824.06','-1127161.7'
'25681974','54',,,'39143','25196014',,,'2013-12-05',,'422268','468551',,,,'-731956.67','-1109060.11'
'25696661','2995',,,'39001','25209779','575968',,'2013-12-05',,'423650','469597',,,,'-735863.22','-1119657.67'
'25700251','11',,,'37501','25213245',,,'2013-12-03',,'417434','465115',,,,'-754249.53','-1131375.29'
'25716239','254',,,'39131','25228625',,,'2013-12-07',,'425831','470921',,,,'-740453.26','-1117458.65'
'25738984','318',,,'39111','25250868','573582',,'2013-12-05',,'423178','469125',,,,'-732789.78','-1127589.57'
'25749722','506',,,'39201','25261185','574716',,'2013-12-05',,'423236','469183',,,,'-733803','-1138258'
'25752600','172',,,'39201','25263994',,,'2013-12-05',,'423207','469154',,,,'-733579.15','-1135142.28'
'25752642','190',,,'39201','25264036',,,'2013-12-05',,'423207','469154',,,,'-733703.12','-1135077.22'
'25752669','199',,,'39201','25264052',,,'2013-12-05',,'423207','469154',,,,'-733814.86','-1135040.39'
'25752715','125',,,'39176','25264109',,,'2013-12-07',,'425558','470646',,,,'-738996.08','-1122236.69'
'25775961','319',,,'39111','25286455','573370',,'2013-12-05',,'423178','469125',,,,'-732946.83','-1127892.82'
'25785419','61',,,'39201','25295543',,,'2013-12-06',,'424525','470119',,,,'-737265.25','-1137739.38'
'70849307','120',,,'39181','70586489',,,'2014-01-07',,'453761','486103',,,,'-735052.13','-1149253.96'
'25801368','252',,,'39135','25310976',,,'2013-12-06',,'425090','470364',,,,'-737503.05','-1109346.98'
'25801384','254',,,'39135','25310992',,,'2013-12-06',,'425090','470364',,,,'-736993','-1109346'
'25825291','334',,,'39175','25334263',,,'2013-11-29',,'413134','462415',,,,'-742387.03','-1124020.31'
'25825364','275',,,'39201','25334336',,,'2011-07-01',,'0','0',,,,,
'25825402','174',,,'39162','25334379',,,'2013-12-01',,'414261','463516',,,,'-748626','-1121768'
'25825411','72',,,'39162','25334387',,,'2013-12-01',,'414261','463516',,,,'-748215','-1122055'
'25843958','3013',,,'39005','25352652','575917',,'2013-12-05',,'423650','469597',,,,'-734540.78','-1122215'
'25843974','3012',,,'39002','25352679','577286',,'2013-12-05',,'423650','469597',,,,'-734126.99','-1121110.4'
'25843982','2997',,,'39002','25352687','577910',,'2013-12-05',,'423650','469597',,,,'-734523.42','-1120147.62'
'25857444','115',,,'39165','25365681',,,'2013-12-01',,'413976','463220',,,,'-750486.63','-1131105'
'25876601','182',,,'39201','25384848',,,'2013-12-05',,'423207','469154',,,,'-733545.61','-1135179.52'
'25883917','127',,,'39165','25392158',,,'2013-12-01',,'413976','463220',,,,'-748779.9','-1130454.81'
'25895010','122',,,'39165','25403257',,,'2014-04-09',,'577176','570646',,,,'-748808.86','-1130428.41'
'25917251','797',,,'39111','25425340','573558',,'2013-12-05',,'423178','469125',,,,'-734074.81','-1125841.95'
'25921517','511',,,'39201','25429469','574465',,'2011-07-01',,'0','0',,,,,
'25941089','75',,,'39131','25448200',,,'2013-12-07',,'425432','470519',,,,'-738470','-1113965'
'25955420','10',,,'39001','25461974',,,'2014-04-23',,'588217','575412',,,,'-735049.5','-1122200.5'
'25965603','50',,,'39175','25472453',,,'2013-11-29',,'413134','462415',,,,'-739023','-1126495'
'25965646','284',,,'39201','25472496',,,'2013-12-05',,'423023','468969',,,,'-733230.58','-1132282.48'
'25988697','745',,,'39201','25494511','574767',,'2013-12-05',,'423236','469183',,,,'-734845','-1136470'
'25997661','285',,,'39201','25503111',,,'2013-12-05',,'423023','468969',,,,'-733882.59','-1132458.85'
'67614922','442',,,'39111','62766210','721654',,'2013-12-09',,'426019','470046',,,,'-733038.34','-1128342.67'
'42004641','2100',,,'39005','53825365','576701',,'2013-12-05',,'423650','469597',,,,'-733993.84','-1122891.86'
'42028221','71',,,'39155','53839684',,,'2013-12-03',,'417844','465522',,,,'-721550.92','-1127598.17'
'42157463','932',,,'39111','53925645','931756',,'2013-12-05',,'423178','469125',,,,'-734183.1','-1125748.81'
'71088806','33',,,'39143','73202193',,,'2014-01-21',,'473856','495587',,,,'-727735.29','-1108087.32'
'42248981','89',,,'39181','54042968',,,'2013-12-05',,'422916','468869',,,,'-732381.27','-1146636.12'
'26008033','3035',,,'39002','25513141','741779',,'2013-12-05',,'423650','469597',,,,'-733867.32','-1121121.34'
'26008106','3031',,,'39002','25513214','706531',,'2013-12-05',,'423650','469597',,,,'-734527.29','-1121005.14'
'26014301','794',,,'39181','25519166','579165',,'2013-12-06',,'424145','469849',,,,'-734394.13','-1145385.63'
'42296323','270',,,'39174','54101573',,,'2013-12-06',,'425151','470421',,,,'-737758.54','-1129873.97'
'26033569','146',,,'39136','25537881',,,'2013-12-05',,'423364','469311',,,,'-734317.49','-1109267.08'
'26050111','388',,,'39003','25553879','576271',,'2013-12-05',,'423650','469597',,,,'-737074.94','-1118784.78'
'26050161','806',,,'39111','25553925','573477',,'2013-12-05',,'423178','469125',,,,'-733097.74','-1128146.77'
'26053730','991',,,'39165','25557343','686158',,'2013-12-03',,'417434','465115',,,,'-750648.45','-1129762.46'
'26056348','347',,,'39175','25559826',,,'2013-11-29',,'413134','462415',,,,'-743100.59','-1124157.41'
'26073994','92',,,'39002','25576909',,,'2013-12-05',,'423529','469478',,,,'-735271','-1128008.09'
'26081059','3038',,,'39002','25583808','577286',,'2013-12-05',,'423650','469597',,,,'-734339.75','-1121644.93'
'26086379','800',,,'39111','25588940','573558',,'2013-12-05',,'423178','469125',,,,'-734028.87','-1125779'
'42324963','70',,,'39155','54138477',,,'2013-12-03',,'417844','465522',,,,'-721981.47','-1127719.93'
'42347041','144',,,'39201','54167167',,,'2013-12-05',,'422162','468482',,,,'-733045.92','-1136522.25'
'42375835','2197',,,'39001','54206014',,,'2013-12-05',,'423650','469597',,,,'-734543.81','-1121432.41'
'26102170','133',,,'39181','25604384',,,'2013-12-05',,'423043','468989',,,,'-732963.83','-1142384'
'42381703','2174',,,'39003','54213151','578304',,'2013-12-05',,'423650','469597',,,,'-736743.91','-1119511.02'
'42383749','2182',,,'39001','54215480','577031',,'2013-12-05',,'423650','469597',,,,'-736666.33','-1120049.49'
'26116073','88',,,'39003','25617842',,,'2013-12-05',,'423650','469597',,,,'-737380.29','-1119597.9'
'26116138','545',,,'39156','25617907','667366',,'2013-12-05',,'423650','469597',,,,'-733264.96','-1121428.99'
'26116154','3039',,,'39003','25617923','576158',,'2013-12-05',,'423650','469597',,,,'-736279.9','-1118300.28'
'26122006','61',,,'39201','25623648',,,'2013-12-05',,'423236','469183',,,,'-731891.18','-1137921.14'
'26131021','512',,,'39201','25632264','574945',,'2013-12-05',,'423236','469183',,,,'-733956','-1138386'
'26131081','825',,,'39201','25632329','575046',,'2013-12-05',,'423236','469183',,,,'-734413.69','-1136626.75'
'26173247','116',,,'39002','25672738',,,'2013-12-06',,'424641','470166',,,,'-737232.31','-1123276.63'
'26177803','134',,,'39201','25677195',,,'2013-12-05',,'423043','468989',,,,'-734223.55','-1140867.11'
'26189241','72',,,'39137','25688057',,,'2013-12-05',,'423650','469597',,,,'-734130.21','-1115606.78'
'42413613','935',,,'39111','54255601','573396',,'2013-12-05',,'423178','469125',,,,'-733691.78','-1125790.11'
'42431972','143',,,'39201','54279194',,,'2013-12-05',,'422162','468482',,,,'-732968.23','-1136363.88'
